"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
237	+1.011646770e+00	+0.000000000e+00	+1.661314034e-02	0.474954910
238	+1.011660401e+00	+0.000000000e+00	+1.676070681e-02	0.476958517
239	+1.011674033e+00	+0.000000000e+00	+1.690827328e-02	0.478962124
240	+1.011687664e+00	+0.000000000e+00	+1.705583975e-02	0.480965731
241	+1.011701295e+00	+0.000000000e+00	+1.720340623e-02	0.482969339
242	+1.011714926e+00	+0.000000000e+00	+1.735097270e-02	0.484972946
243	+1.011728558e+00	+0.000000000e+00	+1.749853917e-02	0.486976553
244	+1.011742189e+00	+0.000000000e+00	+1.764610564e-02	0.488980160
245	+1.011755820e+00	+0.000000000e+00	+1.779367212e-02	0.490983768
246	+1.011769451e+00	+0.000000000e+00	+1.794123859e-02	0.492987375
247	+1.011783083e+00	+0.000000000e+00	+1.808880506e-02	0.494990982
248	+1.011796714e+00	+0.000000000e+00	+1.823637153e-02	0.496994589
249	+1.011810345e+00	+0.000000000e+00	+1.838393801e-02	0.498998196
250	+1.011823976e+00	+0.000000000e+00	+1.853150448e-02	0.501001804
251	+1.011837607e+00	+0.000000000e+00	+1.867907095e-02	0.503005411
252	+1.011851239e+00	+0.000000000e+00	+1.882663742e-02	0.505009018
253	+1.011864870e+00	+0.000000000e+00	+1.897420390e-02	0.507012625
254	+1.011878501e+00	+0.000000000e+00	+1.912177037e-02	0.509016232
255	+1.011892132e+00	+0.000000000e+00	+1.926933684e-02	0.511019840
256	+1.011905764e+00	+0.000000000e+00	+1.941690331e-02	0.513023447
257	+1.011919395e+00	+0.000000000e+00	+1.956446979e-02	0.515027054
258	+1.011933026e+00	+0.000000000e+00	+1.971203626e-02	0.517030661
259	+1.011946657e+00	+0.000000000e+00	+1.985960273e-02	0.519034269
260	+1.011960289e+00	+0.000000000e+00	+2.000716920e-02	0.521037876
261	+1.011973920e+00	+0.000000000e+00	+2.015473568e-02	0.523041483
262	+1.011987551e+00	+0.000000000e+00	+2.030230215e-02	0.525045090
263	+1.012001182e+00	+0.000000000e+00	+2.044986862e-02	0.527048697
264	+1.012014813e+00	+0.000000000e+00	+2.059743509e-02	0.529052305
265	+1.012028445e+00	+0.000000000e+00	+2.074500157e-02	0.531055912
266	+1.012042076e+00	+0.000000000e+00	+2.089256804e-02	0.533059519
267	+1.012055707e+00	+0.000000000e+00	+2.104013451e-02	0.535063126
268	+1.012069338e+00	+0.000000000e+00	+2.118770098e-02	0.537066733
269	+1.012082970e+00	+0.000000000e+00	+2.133526746e-02	0.539070341
270	+1.012096601e+00	+0.000000000e+00	+2.148283393e-02	0.541073948
271	+1.012110232e+00	+0.000000000e+00	+2.163040040e-02	0.543077555
272	+1.012123863e+00	+0.000000000e+00	+2.177796687e-02	0.545081162
273	+1.012137495e+00	+0.000000000e+00	+2.192553335e-02	0.547084770
274	+1.012151126e+00	+0.000000000e+00	+2.207309982e-02	0.549088377
275	+1.012164757e+00	+0.000000000e+00	+2.222066629e-02	0.551091984
276	+1.012178388e+00	+0.000000000e+00	+2.236823276e-02	0.553095591
277	+1.012192019e+00	+0.000000000e+00	+2.251579924e-02	0.555099198
278	+1.012205651e+00	+0.000000000e+00	+2.266336571e-02	0.557102806
279	+1.012219282e+00	+0.000000000e+00	+2.281093218e-02	0.559106413
280	+1.012232913e+00	+0.000000000e+00	+2.295849865e-02	0.561110020
281	+1.012246544e+00	+0.000000000e+00	+2.310606513e-02	0.563113627
282	+1.012260176e+00	+0.000000000e+00	+2.325363160e-02	0.565117234
283	+1.012273807e+00	+0.000000000e+00	+2.340119807e-02	0.567120842
284	+1.012287438e+00	+0.000000000e+00	+2.354876454e-02	0.569124449
285	+1.012301069e+00	+0.000000000e+00	+2.369633102e-02	0.571128056
286	+1.012314701e+00	+0.000000000e+00	+2.384389749e-02	0.573131663
287	+1.012328332e+00	+0.000000000e+00	+2.399146396e-02	0.575135271
288	+1.012341963e+00	+0.000000000e+00	+2.413903043e-02	0.577138878
289	+1.012355594e+00	+0.000000000e+00	+2.428659691e-02	0.579142485
290	+1.012369225e+00	+0.000000000e+00	+2.443416338e-02	0.581146092
291	+1.012382857e+00	+0.000000000e+00	+2.458172985e-02	0.583149699
292	+1.012396488e+00	+0.000000000e+00	+2.472929632e-02	0.585153307
293	+1.012410119e+00	+0.000000000e+00	+2.487686280e-02	0.587156914
294	+1.012423750e+00	+0.000000000e+00	+2.502442927e-02	0.589160521
295	+1.012437382e+00	+0.000000000e+00	+2.517199574e-02	0.591164128
