"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
430	+1.270000000e+00	+0.000000000e+00	+2.774783987e-01	0.861651102
431	+1.270000000e+00	+0.000000000e+00	+2.779712848e-01	0.863654709
432	+1.270000000e+00	+0.000000000e+00	+2.784641709e-01	0.865658317
433	+1.270000000e+00	+0.000000000e+00	+2.789570570e-01	0.867661924
434	+1.270000000e+00	+0.000000000e+00	+2.794499431e-01	0.869665531
435	+1.270000000e+00	+0.000000000e+00	+2.799428291e-01	0.871669138
436	+1.270000000e+00	+0.000000000e+00	+2.804357152e-01	0.873672745
437	+1.270000000e+00	+0.000000000e+00	+2.809286013e-01	0.875676353
438	+1.270000000e+00	+0.000000000e+00	+2.814214874e-01	0.877679960
439	+1.270000000e+00	+0.000000000e+00	+2.819143734e-01	0.879683567
440	+1.270000000e+00	+0.000000000e+00	+2.824072595e-01	0.881687174
441	+1.270000000e+00	+0.000000000e+00	+2.829001456e-01	0.883690782
442	+1.270000000e+00	+0.000000000e+00	+2.833930317e-01	0.885694389
443	+1.270000000e+00	+0.000000000e+00	+2.838859177e-01	0.887697996
444	+1.270000000e+00	+0.000000000e+00	+2.843788038e-01	0.889701603
445	+1.270000000e+00	+0.000000000e+00	+2.848716899e-01	0.891705210
446	+1.270000000e+00	+0.000000000e+00	+2.853645760e-01	0.893708818
447	+1.270000000e+00	+0.000000000e+00	+2.858574620e-01	0.895712425
448	+1.270000000e+00	+0.000000000e+00	+2.863503481e-01	0.897716032
449	+1.270000000e+00	+0.000000000e+00	+2.868432342e-01	0.899719639
450	+1.270000000e+00	+0.000000000e+00	+2.873361203e-01	0.901723246
